Season,Category,Circuit,Rider,Country,Constructor
1988,500cc,Donington Park,Wayne Rainey,UNITED STATES,Yamaha
1988,125cc,Paul Ricard,Jorge Martinez,SPAIN,Derbi
1988,250cc,Paul Ricard,Jacques Cornu,SWITZERLAND,Honda
1988,500cc,Paul Ricard,Eddie Lawson,UNITED STATES,Yamaha
1988,125cc,Rijeka,Jorge Martinez,SPAIN,Derbi
1988,80cc,Rijeka,Jorge Martinez,SPAIN,Derbi
1988,250cc,Rijeka,Sito Pons,SPAIN,Honda
1988,500cc,Rijeka,Wayne Gardner,AUSTRALIA,Honda
1988,125cc,Spa-Francorchamps,Jorge Martinez,SPAIN,Derbi
1988,250cc,Spa-Francorchamps,Sito Pons,SPAIN,Honda
1988,500cc,Spa-Francorchamps,Wayne Gardner,AUSTRALIA,Honda
1988,125cc,TT Circuit Assen,Jorge Martinez,SPAIN,Derbi
1988,80cc,TT Circuit Assen,Jorge Martinez,SPAIN,Derbi
1988,250cc,TT Circuit Assen,Juan Garriga,SPAIN,Yamaha
1988,500cc,TT Circuit Assen,Wayne Gardner,AUSTRALIA,Honda
1988,125cc,Salzburgring,Jorge Martinez,SPAIN,Derbi
1988,250cc,Salzburgring,Jacques Cornu,SWITZERLAND,Honda
1988,500cc,Salzburgring,Eddie Lawson,UNITED STATES,Yamaha
1988,125cc,Nurburgring,Ezio Gianola,ITALY,Honda
1988,80cc,Nurburgring,Jorge Martinez,SPAIN,Derbi
1988,250cc,Nurburgring,Luca Cadalora,ITALY,Yamaha
1988,500cc,Nurburgring,Kevin Schwantz,UNITED STATES,Suzuki
1988,125cc,Imola,Jorge Martinez,SPAIN,Derbi
1988,80cc,Imola,Jorge Martinez,SPAIN,Derbi
1988,250cc,Imola,Dominique Sarron,FRANCE,Honda
1988,500cc,Imola,Eddie Lawson,UNITED STATES,Yamaha
1988,80cc,Circuito de Jerez - Angel Nieto,Jorge Martinez,SPAIN,Derbi
1988,250cc,Circuito de Jerez - Angel Nieto,Juan Garriga,SPAIN,Yamaha
1988,500cc,Circuito de Jerez - Angel Nieto,Eddie Lawson,UNITED STATES,Yamaha
1988,125cc,Jarama,Jorge Martinez,SPAIN,Derbi
1988,80cc,Jarama,Stefan Dörflinger,SWITZERLAND,Krauser
1988,250cc,Jarama,Sito Pons,SPAIN,Honda
1988,500cc,Jarama,Kevin Magee,AUSTRALIA,Yamaha
1988,250cc,Mazda Raceway,Jim Filice,UNITED STATES,Honda
1988,500cc,Mazda Raceway,Eddie Lawson,UNITED STATES,Yamaha
1988,250cc,Suzuka,Anton Mang,GERMANY,Honda
1988,500cc,Suzuka,Kevin Schwantz,UNITED STATES,Suzuki
1987,250cc,Oscar A. Galvez,Sito Pons,SPAIN,Honda
1987,500cc,Oscar A. Galvez,Eddie Lawson,UNITED STATES,Yamaha
1987,250cc,Goiania,Dominique Sarron,FRANCE,Honda
1987,500cc,Goiania,Wayne Gardner,AUSTRALIA,Honda
1987,125cc,Jarama,Paolo Casoli,ITALY,AGV
1987,80cc,Jarama,Jorge Martinez,SPAIN,Derbi
1987,250cc,Jarama,Anton Mang,GERMANY,Honda
1987,500cc,Jarama,Eddie Lawson,UNITED STATES,Yamaha
1987,125cc,Misano World Circuit Marco Simoncelli,Fausto Gresini,ITALY,Garelli
1987,80cc,Misano World Circuit Marco Simoncelli,Manuel Herreros,SPAIN,Derbi
1987,250cc,Misano World Circuit Marco Simoncelli,Loris Reggiani,ITALY,Aprilia
1987,500cc,Misano World Circuit Marco Simoncelli,Randy Mamola,UNITED STATES,Yamaha
1987,125cc,Automotodrom Brno,Fausto Gresini,ITALY,Garelli
1987,80cc,Automotodrom Brno,Stefan Dörflinger,SWITZERLAND,Krauser
1987,250cc,Automotodrom Brno,Anton Mang,GERMANY,Honda
1987,500cc,Automotodrom Brno,Wayne Gardner,AUSTRALIA,Honda
1987,125cc,Anderstorp,Fausto Gresini,ITALY,Garelli
1987,250cc,Anderstorp,Anton Mang,GERMANY,Honda
1987,500cc,Anderstorp,Wayne Gardner,AUSTRALIA,Honda
1987,125cc,Donington Park,Fausto Gresini,ITALY,Garelli
1987,80cc,Donington Park,Jorge Martinez,SPAIN,Derbi
1987,250cc,Donington Park,Anton Mang,GERMANY,Honda
1987,500cc,Donington Park,Eddie Lawson,UNITED STATES,Yamaha
1987,125cc,Le Mans,Fausto Gresini,ITALY,Garelli
1987,250cc,Le Mans,Reinhold Roth,GERMANY,Honda
1987,500cc,Le Mans,Randy Mamola,UNITED STATES,Yamaha
1987,125cc,TT Circuit Assen,Fausto Gresini,ITALY,Garelli
1987,80cc,TT Circuit Assen,Jorge Martinez,SPAIN,Derbi
1987,250cc,TT Circuit Assen,Anton Mang,GERMANY,Honda
1987,500cc,TT Circuit Assen,Eddie Lawson,UNITED STATES,Yamaha
1987,80cc,Rijeka,Jorge Martinez,SPAIN,Derbi
1987,250cc,Rijeka,Carlos Lavado,VENEZUELA,Yamaha
1987,500cc,Rijeka,Wayne Gardner,AUSTRALIA,Honda
1987,125cc,Salzburgring,Fausto Gresini,ITALY,Garelli
1987,80cc,Salzburgring,Jorge Martinez,SPAIN,Derbi
1987,250cc,Salzburgring,Anton Mang,GERMANY,Honda
1987,500cc,Salzburgring,Wayne Gardner,AUSTRALIA,Honda
1987,125cc,Monza,Fausto Gresini,ITALY,Garelli
1987,80cc,Monza,Jorge Martinez,SPAIN,Derbi
1987,250cc,Monza,Anton Mang,GERMANY,Honda
1987,500cc,Monza,Wayne Gardner,AUSTRALIA,Honda
1987,125cc,Hockenheim,Fausto Gresini,ITALY,Garelli
1987,80cc,Hockenheim,Gerhard Waibel,GERMANY,Krauser
1987,250cc,Hockenheim,Anton Mang,GERMANY,Honda
1987,500cc,Hockenheim,Eddie Lawson,UNITED STATES,Yamaha
1987,125cc,Circuito de Jerez - Angel Nieto,Fausto Gresini,ITALY,Garelli
1987,80cc,Circuito de Jerez - Angel Nieto,Jorge Martinez,SPAIN,Derbi
1987,250cc,Circuito de Jerez - Angel Nieto,Martin Wimmer,GERMANY,Yamaha
1987,500cc,Circuito de Jerez - Angel Nieto,Wayne Gardner,AUSTRALIA,Honda
1987,250cc,Suzuka,Masaru Kobayashi,JAPAN,Honda
1987,500cc,Suzuka,Randy Mamola,UNITED STATES,Yamaha
1986,125cc,Hockenheim,Fausto Gresini,ITALY,Garelli
1986,80cc,Hockenheim,Gerhard Waibel,GERMANY,Real
1986,125cc,Misano World Circuit Marco Simoncelli,August Auinger,AUSTRIA,Bartol
1986,80cc,Misano World Circuit Marco Simoncelli,Pierpaolo Bianchi,ITALY,Seel
1986,250cc,Misano World Circuit Marco Simoncelli,Tadahiko Taira,JAPAN,Yamaha
1986,500cc,Misano World Circuit Marco Simoncelli,Eddie Lawson,UNITED STATES,Yamaha
1986,125cc,Anderstorp,Fausto Gresini,ITALY,Garelli
1986,250cc,Anderstorp,Carlos Lavado,VENEZUELA,Yamaha
1986,500cc,Anderstorp,Eddie Lawson,UNITED STATES,Yamaha
1986,125cc,Silverstone Circuit,August Auinger,AUSTRIA,Bartol
1986,80cc,Silverstone Circuit,Ian Mcconnachie,GREAT BRITAIN,Krauser
1986,250cc,Silverstone Circuit,Dominique Sarron,FRANCE,Honda
1986,500cc,Silverstone Circuit,Wayne Gardner,AUSTRALIA,Honda
1986,125cc,Spa-Francorchamps,Domenico Brigaglia,ITALY,Ducados
1986,250cc,Spa-Francorchamps,Sito Pons,SPAIN,Honda
1986,500cc,Spa-Francorchamps,Randy Mamola,UNITED STATES,Yamaha
1986,125cc,TT Circuit Assen,Luca Cadalora,ITALY,Garelli
1986,80cc,TT Circuit Assen,Jorge Martinez,SPAIN,Derbi
1986,250cc,TT Circuit Assen,Carlos Lavado,VENEZUELA,Yamaha
1986,500cc,TT Circuit Assen,Wayne Gardner,AUSTRALIA,Honda
1986,125cc,Paul Ricard,Luca Cadalora,ITALY,Garelli
1986,250cc,Paul Ricard,Carlos Lavado,VENEZUELA,Yamaha
1986,500cc,Paul Ricard,Eddie Lawson,UNITED STATES,Yamaha
1986,80cc,Rijeka,Jorge Martinez,SPAIN,Derbi
1986,250cc,Rijeka,Sito Pons,SPAIN,Honda
1986,500cc,Rijeka,Eddie Lawson,UNITED STATES,Yamaha
1986,125cc,Salzburgring,Luca Cadalora,ITALY,Garelli
1986,80cc,Salzburgring,Jorge Martinez,SPAIN,Derbi
1986,250cc,Salzburgring,Carlos Lavado,VENEZUELA,Yamaha
1986,500cc,Salzburgring,Eddie Lawson,UNITED STATES,Yamaha
1986,125cc,Nurburgring,Luca Cadalora,ITALY,Garelli
1986,80cc,Nurburgring,Manuel Herreros,SPAIN,Derbi
1986,250cc,Nurburgring,Carlos Lavado,VENEZUELA,Yamaha
1986,500cc,Nurburgring,Eddie Lawson,UNITED STATES,Yamaha
1986,125cc,Monza,Fausto Gresini,ITALY,Garelli
1986,80cc,Monza,Stefan Dörflinger,SWITZERLAND,Krauser
1986,250cc,Monza,Anton Mang,GERMANY,Honda
1986,500cc,Monza,Eddie Lawson,UNITED STATES,Yamaha
1986,125cc,Jarama,Fausto Gresini,ITALY,Garelli
1986,80cc,Jarama,Jorge Martinez,SPAIN,Derbi
1986,250cc,Jarama,Carlos Lavado,VENEZUELA,Yamaha
1986,500cc,Jarama,Wayne Gardner,AUSTRALIA,Honda
1985,125cc,Misano World Circuit Marco Simoncelli,Fausto Gresini,ITALY,Garelli
1985,80cc,Misano World Circuit Marco Simoncelli,Jorge Martinez,SPAIN,Derbi
1985,250cc,Misano World Circuit Marco Simoncelli,Carlos Lavado,VENEZUELA,Yamaha
1985,500cc,Misano World Circuit Marco Simoncelli,Eddie Lawson,UNITED STATES,Yamaha
1985,125cc,Anderstorp,August Auinger,AUSTRIA,Monnet Bartol
1985,500cc,Anderstorp,Freddie Spencer,UNITED STATES,Honda
1985,250cc,Anderstorp,Anton Mang,GERMANY,Honda
1985,125cc,Silverstone Circuit,August Auinger,AUSTRIA,Monnet Bartol
1985,250cc,Silverstone Circuit,Anton Mang,GERMANY,Honda
1985,500cc,Silverstone Circuit,Freddie Spencer,UNITED STATES,Honda
1985,125cc,Le Mans,Ezio Gianola,ITALY,Garelli
1985,80cc,Le Mans,Angel Nieto,SPAIN,Derbi
1985,250cc,Le Mans,Freddie Spencer,UNITED STATES,Honda
1985,500cc,Le Mans,Freddie Spencer,UNITED STATES,Honda
1985,125cc,Spa-Francorchamps,Fausto Gresini,ITALY,Garelli
1985,250cc,Spa-Francorchamps,Freddie Spencer,UNITED STATES,Honda
1985,500cc,Spa-Francorchamps,Freddie Spencer,UNITED STATES,Honda
1985,125cc,TT Circuit Assen,Pierpaolo Bianchi,ITALY,MBA
1985,80cc,TT Circuit Assen,Gerd Kafka,AUSTRIA,Seel
1985,250cc,TT Circuit Assen,Freddie Spencer,UNITED STATES,Honda
1985,500cc,TT Circuit Assen,Randy Mamola,UNITED STATES,Honda
1985,80cc,Rijeka,Stefan Dörflinger,SWITZERLAND,Krauser
1985,250cc,Rijeka,Freddie Spencer,UNITED STATES,Honda
1985,500cc,Rijeka,Eddie Lawson,UNITED STATES,Yamaha
1985,125cc,Salzburgring,Fausto Gresini,ITALY,Garelli
1985,250cc,Salzburgring,Freddie Spencer,UNITED STATES,Honda
1985,500cc,Salzburgring,Freddie Spencer,UNITED STATES,Honda
1985,80cc,Autodromo Internazionale del Mugello,Jorge Martinez,SPAIN,Derbi
1985,250cc,Autodromo Internazionale del Mugello,Freddie Spencer,UNITED STATES,Honda
1985,500cc,Autodromo Internazionale del Mugello,Freddie Spencer,UNITED STATES,Honda
1985,125cc,Autodromo Internazionale del Mugello,Pierpaolo Bianchi,ITALY,MBA
1985,125cc,Hockenheim,August Auinger,AUSTRIA,Monnet Bartol
1985,80cc,Hockenheim,Stefan Dörflinger,SWITZERLAND,Krauser
1985,250cc,Hockenheim,Martin Wimmer,GERMANY,Yamaha
1985,500cc,Hockenheim,Christian Sarron,FRANCE,Yamaha
1985,125cc,Jarama,Pierpaolo Bianchi,ITALY,MBA
1985,80cc,Jarama,Jorge Martinez,SPAIN,Derbi
1985,250cc,Jarama,Carlos Lavado,VENEZUELA,Yamaha
1985,500cc,Jarama,Freddie Spencer,UNITED STATES,Honda
1985,250cc,Kyalami,Freddie Spencer,UNITED STATES,Honda
1985,500cc,Kyalami,Eddie Lawson,UNITED STATES,Yamaha
1984,500cc,Silverstone Circuit,Randy Mamola,UNITED STATES,Honda
1984,125cc,Autodromo Internazionale del Mugello,Maurizio Vitali,ITALY,MBA
1984,80cc,Autodromo Internazionale del Mugello,Gerhard Waibel,GERMANY,Real
1984,250cc,Autodromo Internazionale del Mugello,Manfred Herweh,GERMANY,Real
1984,500cc,Autodromo Internazionale del Mugello,Randy Mamola,UNITED STATES,Honda
1984,125cc,Anderstorp,Fausto Gresini,ITALY,Garelli
1984,250cc,Anderstorp,Manfred Herweh,GERMANY,Real
1984,500cc,Anderstorp,Eddie Lawson,UNITED STATES,Yamaha
1984,125cc,Silverstone Circuit,Angel Nieto,SPAIN,Garelli
1984,250cc,Silverstone Circuit,Christian Sarron,FRANCE,Yamaha
1984,80cc,Spa-Francorchamps,Stefan Dörflinger,SWITZERLAND,Zundapp
1984,250cc,Spa-Francorchamps,Manfred Herweh,GERMANY,Real
1984,500cc,Spa-Francorchamps,Freddie Spencer,UNITED STATES,Honda
1984,125cc,TT Circuit Assen,Angel Nieto,SPAIN,Garelli
1984,80cc,TT Circuit Assen,Jorge Martinez,SPAIN,Derbi
1984,250cc,TT Circuit Assen,Carlos Lavado,VENEZUELA,Yamaha
1984,500cc,TT Circuit Assen,Randy Mamola,UNITED STATES,Honda
1984,80cc,Rijeka,Stefan Dörflinger,SWITZERLAND,Zundapp
1984,250cc,Rijeka,Manfred Herweh,GERMANY,Real
1984,500cc,Rijeka,Freddie Spencer,UNITED STATES,Honda
1984,125cc,Paul Ricard,Angel Nieto,SPAIN,Garelli
1984,250cc,Paul Ricard,Anton Mang,GERMANY,Yamaha
1984,500cc,Paul Ricard,Freddie Spencer,UNITED STATES,Honda
1984,125cc,Nurburgring,Angel Nieto,SPAIN,Garelli
1984,80cc,Nurburgring,Stefan Dörflinger,SWITZERLAND,Zundapp
1984,250cc,Nurburgring,Christian Sarron,FRANCE,Yamaha
1984,500cc,Nurburgring,Freddie Spencer,UNITED STATES,Honda
1984,80cc,Salzburgring,Stefan Dörflinger,SWITZERLAND,Zundapp
1984,250cc,Salzburgring,Christian Sarron,FRANCE,Yamaha
1984,500cc,Salzburgring,Eddie Lawson,UNITED STATES,Yamaha
1984,125cc,Jarama,Angel Nieto,SPAIN,Garelli
1984,80cc,Jarama,Pierpaolo Bianchi,ITALY,Casal
1984,250cc,Jarama,Sito Pons,SPAIN,JJ Cobas
1984,500cc,Jarama,Eddie Lawson,UNITED STATES,Yamaha
1984,80cc,Misano World Circuit Marco Simoncelli,Pierpaolo Bianchi,ITALY,Casal
1984,250cc,Misano World Circuit Marco Simoncelli,Fausto Ricci,ITALY,Yamaha
1984,500cc,Misano World Circuit Marco Simoncelli,Freddie Spencer,UNITED STATES,Honda
1984,125cc,Misano World Circuit Marco Simoncelli,Angel Nieto,SPAIN,Garelli
1984,250cc,Kyalami,Patrick Fernandez,FRANCE,Yamaha
1984,500cc,Kyalami,Eddie Lawson,UNITED STATES,Yamaha
1983,125cc,Imola,Maurizio Vitali,ITALY,MBA
1983,50cc,Imola,Ricardo Tormo,SPAIN,Garelli
1983,500cc,Imola,Kenny Roberts,UNITED STATES,Yamaha
1983,125cc,Anderstorp,Bruno Kneubühler,SWITZERLAND,MBA
1983,250cc,Anderstorp,Christian Sarron,FRANCE,Yamaha
1983,500cc,Anderstorp,Freddie Spencer,UNITED STATES,Honda
1983,125cc,Silverstone Circuit,Angel Nieto,SPAIN,Garelli
1983,250cc,Silverstone Circuit,Jacques Bolle,FRANCE,Pernod
1983,500cc,Silverstone Circuit,Kenny Roberts,UNITED STATES,Yamaha
1983,125cc,Spa-Francorchamps,Eugenio Lazzarini,ITALY,Garelli
1983,250cc,Spa-Francorchamps,Didier De Radigues,BELGIUM,Chevallier
1983,500cc,Spa-Francorchamps,Kenny Roberts,UNITED STATES,Yamaha
1983,125cc,TT Circuit Assen,Angel Nieto,SPAIN,Garelli
1983,50cc,TT Circuit Assen,Eugenio Lazzarini,ITALY,Garelli
1983,250cc,TT Circuit Assen,Carlos Lavado,VENEZUELA,Yamaha
1983,500cc,TT Circuit Assen,Kenny Roberts,UNITED STATES,Yamaha
1983,125cc,Rijeka,Bruno Kneubühler,SWITZERLAND,MBA
1983,50cc,Rijeka,Stefan Dörflinger,SWITZERLAND,Krauser
1983,250cc,Rijeka,Carlos Lavado,VENEZUELA,Yamaha
1983,500cc,Rijeka,Freddie Spencer,UNITED STATES,Honda
1983,125cc,Salzburgring,Angel Nieto,SPAIN,Garelli
1983,250cc,Salzburgring,Manfred Herweh,GERMANY,Rotax Real
1983,500cc,Salzburgring,Kenny Roberts,UNITED STATES,Yamaha
1983,125cc,Jarama,Angel Nieto,SPAIN,Garelli
1983,50cc,Jarama,Eugenio Lazzarini,ITALY,Garelli
1983,250cc,Jarama,Herve Guilleux,FRANCE,Kawasaki
1983,500cc,Jarama,Freddie Spencer,UNITED STATES,Honda
1983,125cc,Hockenheim,Angel Nieto,SPAIN,Garelli
1983,50cc,Hockenheim,Stefan Dörflinger,SWITZERLAND,Krauser
1983,250cc,Hockenheim,Carlos Lavado,VENEZUELA,Yamaha
1983,500cc,Hockenheim,Kenny Roberts,UNITED STATES,Yamaha
1983,125cc,Monza,Angel Nieto,SPAIN,Garelli
1983,50cc,Monza,Eugenio Lazzarini,ITALY,Garelli
1983,250cc,Monza,Carlos Lavado,VENEZUELA,Yamaha
1983,500cc,Monza,Freddie Spencer,UNITED STATES,Honda
1983,125cc,Le Mans,Ricardo Tormo,SPAIN,MBA
1983,50cc,Le Mans,Stefan Dörflinger,SWITZERLAND,Krauser
1983,250cc,Le Mans,Alan Carter,GREAT BRITAIN,Yamaha
1983,500cc,Le Mans,Freddie Spencer,UNITED STATES,Honda
1983,250cc,Kyalami,Jean Francois Baldé,FRANCE,Chevallier
1983,500cc,Kyalami,Freddie Spencer,UNITED STATES,Honda
1982,350cc,Hockenheim,Manfred Herweh,GERMANY,Yamaha
1982,50cc,Hockenheim,Eugenio Lazzarini,ITALY,Garelli
1982,250cc,Hockenheim,Anton Mang,GERMANY,Kawasaki
1982,500cc,Hockenheim,Randy Mamola,UNITED STATES,Suzuki
1982,50cc,Autodromo Internazionale del Mugello,Eugenio Lazzarini,ITALY,Garelli
1982,250cc,Autodromo Internazionale del Mugello,Anton Mang,GERMANY,Kawasaki
1982,500cc,Autodromo Internazionale del Mugello,Freddie Spencer,UNITED STATES,Honda
1982,125cc,Automotodrom Brno,Eugenio Lazzarini,ITALY,Garelli
1982,350cc,Automotodrom Brno,Didier De Radigues,BELGIUM,Chevallier-Yamaha
1982,250cc,Automotodrom Brno,Carlos Lavado,VENEZUELA,Yamaha
1982,125cc,Imatra,Ivan Palazzese,VENEZUELA,MBA
1982,350cc,Imatra,Anton Mang,GERMANY,Kawasaki
1982,250cc,Imatra,Christian Sarron,FRANCE,Yamaha
1982,125cc,Anderstorp,Ivan Palazzese,VENEZUELA,MBA
1982,500cc,Anderstorp,Takazumi Katayama,JAPAN,Honda
1982,250cc,Anderstorp,Roland Freymond,SWITZERLAND,MBA
1982,125cc,Silverstone Circuit,Angel Nieto,SPAIN,Garelli
1982,350cc,Silverstone Circuit,Jean Francois Baldé,FRANCE,Kawasaki
1982,250cc,Silverstone Circuit,Martin Wimmer,GERMANY,Yamaha
1982,500cc,Silverstone Circuit,Franco Uncini,ITALY,Suzuki
1982,125cc,Rijeka,Eugenio Lazzarini,ITALY,Garelli
1982,50cc,Rijeka,Eugenio Lazzarini,ITALY,Garelli
1982,250cc,Rijeka,Didier De Radigues,BELGIUM,Chevallier-Yamaha
1982,500cc,Rijeka,Franco Uncini,ITALY,Suzuki
1982,125cc,Spa-Francorchamps,Ricardo Tormo,SPAIN,Sanvenero
1982,250cc,Spa-Francorchamps,Anton Mang,GERMANY,Kawasaki
1982,500cc,Spa-Francorchamps,Freddie Spencer,UNITED STATES,Honda
1982,125cc,TT Circuit Assen,Angel Nieto,SPAIN,Garelli
1982,350cc,TT Circuit Assen,Jean Francois Baldé,FRANCE,Kawasaki
1982,50cc,TT Circuit Assen,Stefan Dörflinger,SWITZERLAND,Kreidler
1982,250cc,TT Circuit Assen,Anton Mang,GERMANY,Kawasaki
1982,500cc,TT Circuit Assen,Franco Uncini,ITALY,Suzuki
1982,125cc,Misano World Circuit Marco Simoncelli,Angel Nieto,SPAIN,Garelli
1982,350cc,Misano World Circuit Marco Simoncelli,Didier De Radigues,BELGIUM,Chevallier-Yamaha
1982,50cc,Misano World Circuit Marco Simoncelli,Stefan Dörflinger,SWITZERLAND,Kreidler
1982,250cc,Misano World Circuit Marco Simoncelli,Anton Mang,GERMANY,Kawasaki
1982,500cc,Misano World Circuit Marco Simoncelli,Franco Uncini,ITALY,Suzuki
1982,125cc,Jarama,Angel Nieto,SPAIN,Garelli
1982,50cc,Jarama,Stefan Dörflinger,SWITZERLAND,Kreidler
1982,250cc,Jarama,Carlos Lavado,VENEZUELA,Yamaha
1982,500cc,Jarama,Kenny Roberts,UNITED STATES,Yamaha
1982,350cc,Nogaro,Jean Francois Baldé,FRANCE,Kawasaki
1982,250cc,Nogaro,Jean Louis Tournadre,FRANCE,Yamaha
1982,500cc,Nogaro,Michel Frutschi,SWITZERLAND,Sanvenero
1982,125cc,Salzburgring,Angel Nieto,SPAIN,Garelli
1982,125cc,Nogaro,Jean Claude Selini,FRANCE,MBA
1982,350cc,Salzburgring,Eric Saul,FRANCE,Chevallier-Yamaha
1982,500cc,Salzburgring,Franco Uncini,ITALY,Suzuki
1982,125cc,Oscar A. Galvez,Angel Nieto,SPAIN,Garelli
1982,350cc,Oscar A. Galvez,Carlos Lavado,VENEZUELA,Yamaha
1982,500cc,Oscar A. Galvez,Kenny Roberts,UNITED STATES,Yamaha
1981,350cc,Automotodrom Brno,Anton Mang,GERMANY,Kawasaki
1981,50cc,Automotodrom Brno,Theo Timmer,NETHERLANDS,Motul Bultaco
1981,250cc,Automotodrom Brno,Anton Mang,GERMANY,Kawasaki
1981,125cc,Anderstorp,Ricardo Tormo,SPAIN,Sanvenero
1981,250cc,Anderstorp,Anton Mang,GERMANY,Kawasaki
1981,500cc,Anderstorp,Barry Sheene,GREAT BRITAIN,Yamaha
1981,125cc,Imatra,Angel Nieto,SPAIN,Minarelli
1981,250cc,Imatra,Anton Mang,GERMANY,Kawasaki
1981,500cc,Imatra,Marco Lucchinelli,ITALY,Suzuki
1981,125cc,Silverstone Circuit,Angel Nieto,SPAIN,Minarelli
1981,350cc,Silverstone Circuit,Anton Mang,GERMANY,Kawasaki
1981,250cc,Silverstone Circuit,Anton Mang,GERMANY,Kawasaki
1981,500cc,Silverstone Circuit,Jack Middelburg,NETHERLANDS,Suzuki
1981,125cc,Imola,Loris Reggiani,ITALY,Minarelli
1981,50cc,Imola,Ricardo Tormo,SPAIN,Motul Bultaco
1981,250cc,Imola,Anton Mang,GERMANY,Kawasaki
1981,500cc,Imola,Marco Lucchinelli,ITALY,Suzuki
1981,50cc,Spa-Francorchamps,Ricardo Tormo,SPAIN,Motul Bultaco
1981,250cc,Spa-Francorchamps,Anton Mang,GERMANY,Kawasaki
1981,500cc,Spa-Francorchamps,Marco Lucchinelli,ITALY,Suzuki
1981,125cc,TT Circuit Assen,Angel Nieto,SPAIN,Minarelli
1981,350cc,TT Circuit Assen,Anton Mang,GERMANY,Kawasaki
1981,50cc,TT Circuit Assen,Ricardo Tormo,SPAIN,Motul Bultaco
1981,250cc,TT Circuit Assen,Anton Mang,GERMANY,Kawasaki
1981,500cc,TT Circuit Assen,Marco Lucchinelli,ITALY,Suzuki
1981,125cc,Rijeka,Loris Reggiani,ITALY,Minarelli
1981,350cc,Rijeka,Anton Mang,GERMANY,Kawasaki
1981,50cc,Rijeka,Ricardo Tormo,SPAIN,Motul Bultaco
1981,500cc,Rijeka,Randy Mamola,UNITED STATES,Suzuki
1981,125cc,Jarama,Angel Nieto,SPAIN,Minarelli
1981,50cc,Jarama,Ricardo Tormo,SPAIN,Motul Bultaco
1981,250cc,Jarama,Anton Mang,GERMANY,Kawasaki
1981,125cc,Paul Ricard,Angel Nieto,SPAIN,Minarelli
1981,250cc,Paul Ricard,Anton Mang,GERMANY,Kawasaki
1981,500cc,Paul Ricard,Marco Lucchinelli,ITALY,Suzuki
1981,125cc,Monza,Guy Bertin,FRANCE,Sanvenero
1981,350cc,Monza,Jonnie Ekerold,SOUTH AFRICA,Bimota-Yamaha
1981,50cc,Monza,Ricardo Tormo,SPAIN,Motul Bultaco
1981,250cc,Monza,Eric Saul,FRANCE,Chevallier-Yamaha
1981,500cc,Monza,Kenny Roberts,UNITED STATES,Yamaha
1981,125cc,Hockenheim,Angel Nieto,SPAIN,Minarelli
1981,350cc,Hockenheim,Anton Mang,GERMANY,Kawasaki
1981,50cc,Hockenheim,Stefan Dörflinger,SWITZERLAND,Kreidler Van Veen
1981,250cc,Hockenheim,Anton Mang,GERMANY,Kawasaki
1981,500cc,Hockenheim,Kenny Roberts,UNITED STATES,Yamaha
1981,125cc,Salzburgring,Angel Nieto,SPAIN,Minarelli
1981,350cc,Salzburgring,Patrick Fernandez,FRANCE,Bimota-Yamaha
1981,500cc,Salzburgring,Randy Mamola,UNITED STATES,Suzuki
1981,125cc,Oscar A. Galvez,Angel Nieto,SPAIN,Minarelli
1981,350cc,Oscar A. Galvez,Jonnie Ekerold,SOUTH AFRICA,Bimota-Yamaha
1981,250cc,Oscar A. Galvez,Jean Francois Baldé,FRANCE,Kawasaki
1980,125cc,Nurburgring,Guy Bertin,FRANCE,Motobecane
1980,350cc,Nurburgring,Jonnie Ekerold,SOUTH AFRICA,Bimota-Yamaha
1980,50cc,Nurburgring,Stefan Dörflinger,SWITZERLAND,Kreidler Van Veen
1980,250cc,Nurburgring,Kork Ballington,SOUTH AFRICA,Kawasaki
1980,500cc,Nurburgring,Marco Lucchinelli,ITALY,Suzuki
1980,125cc,Automotodrom Brno,Guy Bertin,FRANCE,Motobecane
1980,350cc,Automotodrom Brno,Anton Mang,GERMANY,Kawasaki
1980,250cc,Automotodrom Brno,Anton Mang,GERMANY,Kawasaki
1980,125cc,Silverstone Circuit,Loris Reggiani,ITALY,Minarelli
1980,350cc,Silverstone Circuit,Anton Mang,GERMANY,Kawasaki
1980,250cc,Silverstone Circuit,Kork Ballington,SOUTH AFRICA,Kawasaki
1980,500cc,Silverstone Circuit,Randy Mamola,UNITED STATES,Suzuki
1980,125cc,Imatra,Angel Nieto,SPAIN,Minarelli
1980,250cc,Imatra,Kork Ballington,SOUTH AFRICA,Kawasaki
1980,500cc,Imatra,Wil Hartog,NETHERLANDS,Suzuki
1980,125cc,Spa-Francorchamps,Angel Nieto,SPAIN,Minarelli
1980,50cc,Spa-Francorchamps,Stefan Dörflinger,SWITZERLAND,Kreidler Van Veen
1980,250cc,Zolder,Anton Mang,GERMANY,Kawasaki
1980,500cc,Zolder,Randy Mamola,UNITED STATES,Suzuki
1980,125cc,TT Circuit Assen,Angel Nieto,SPAIN,Minarelli
1980,350cc,TT Circuit Assen,Jonnie Ekerold,SOUTH AFRICA,Bimota-Yamaha
1980,50cc,TT Circuit Assen,Ricardo Tormo,SPAIN,Kreidler Van Veen
1980,250cc,TT Circuit Assen,Carlos Lavado,VENEZUELA,Yamaha
1980,500cc,TT Circuit Assen,Jack Middelburg,NETHERLANDS,Yamaha
1980,125cc,Rijeka,Guy Bertin,FRANCE,Motobecane
